اسم المدير,رقم الجوال
مكتبة الاحسان,972598456582
مكتبة الاحمد,972599934035
مكتبة النورس,972598210160
مكتبة بازار البركة,972599837283
مكتبة مسايا للطباعة والكوزماتكس,972567010474
ملابس جوري فاشن,972568673511
ملحمة الجزار,972599139726
ملحمة الرضا,972598436940
ملحمة الشروق,972599045097
ملحمة القرعاوي,972598504398
ملحمة النزلة الغريبه,972598534598
ملحمة جهاد قعدان,972599360419
ملحمة دواجن الربيع,972598937157
ملحمة عبد الفتاح للحوم الحبش,972599935808
ملحمة عماش للدجاج,972599591054
ملحمة ومجمدات ايمن,972599272852
منجرة 2000,972599994520
منجرة ابو ريان,972599083502
منجرة الامانة,972568526558
منجرة السفاريني,972599646885
منجرة السلام,972599860760
منجرة الصعيدي,972599593258
منجرة جهاد حجي,972597469936
منجرة دفئ الدواجن,972599220356
منجرة فارس,972599226938
منجرة محمد عموص,972569117254
منحل عبد الفتاح لانتاج العسل,972598032170
ميراج للكهرباء والتكييف,972568121192
ميني ماركت ابو طارق,972568151990
ميني ماركت احمد,972599591051
ميني ماركت الأيهم,972569636947
ميني ماركت البلبل,972598770414
ميني ماركت البهاء,972599671102
ميني ماركت البهاء,972568414948
ميني ماركت الشعب,972507198930
ميني ماركت القاسم,972597977419
ميني ماركت المجد,972598516654
ميني ماركت ثابت,972592750955
ميني ماركت رياض حمدان,972599654121
ميني ماركت عمارنه,972598018449
ميني ماركت مصطفى,972522855667
ناصر لاعمال الالمنيوم,972599935770
نثريات وكوزمتكس عبد الله,972598309407
نرجس للحلول التكنولوجية,972599120220
نوفوتيه حسام,972505266569
نوفوتيه دقش,972599116474
نوفوتيه فادي,972599593396
نوفوتيه فراس,972595012202
نوفوتيه مجدي للملابس الجاهزة,972597523908
نوفوتيه يوسف للملابس الجاهزه,972597529092
وسيم لتجارة الفحم,972598520520
يوسف ابو زهري للخضار والفواكه,972599221620
شركة تل الرمان للمستلزمات الطبية,972595507902
محل فادي للألمنيوم,972592296939
محل فرج الله للخضار والفواكه,972502691997
محل قاسم للخضار والفواكه,972598078246
محل قاشان للاعمال الفنية,972595600691
محل كتانه للاعلاف,972599743790
محل كتانه للاعلاف,972598668149
محل كسرى للاجهزه الخلويه,972502961905
محل مامون الخطيب للخضار والفواكه,972568694869
محل محمد سليمان للمواد الغذائية,972599554265
محل محمد عدنان للمواد التموينية,972568732511
محل محمد واحمد للخضار والفواكه,972599132612
محل ملك الستائر,972595351521
محل موفق خضر لمواد البناء,972598027755
محل نصر للمواد التموينيه,972522531004
محل نهر للازياء,972599757470
محل ياسر ومفيد للمواد التموينيه,972599645521
محل ياسين للاخشاب ( الطوبار),972547267895
محل يوسف لدهان وتجليس السيارات,972569421321
محلات العموري لبيع قطع الشاحنات,972592118119
محلات جعاعره للمواد الغذائية والخضار والفواكه,972599432411
محلات كتانه للاعلاف,972522846066
محلات لافي للادوات المستعملة,972522491601
مخبز حيفا,972599554275
مخبز نور شمس الحديث,972599426192
مخرطة الشعراوية,972568344373
مركز عالم النظارات,972599478024
مزارع خالد الزامل للخضار,972569403015
مزرعة اشرف ضمايرة للبيوت البلاستيكية,972568100606
مزرعة البلحاوي للخضار,972569211471
مزرعة حسن زايط,972594985659
مزرعة راني للدواجن,972599326428
مزرعة علاء الدين شديد لانتاج الخضار,972599366250
مشغل الفهد للخياطه,972598881640
مشغل شومان لمستلزمات الاطفال,972598558187
مشغل محمد عمار,972597424015
مشغل مهنا,972598234400
مصنع سلطات الايهم,972599125983
مطعم الفردوس,97256806164
مطعم بروست الوجبة السريعة,972599871915
معرض دعباس للبلاستيك,972597330599
معرض عصام للشنط والاكسسوارات,9725699703080
مفروشات النعيم,972598049738
مكتبة اقرأ,972522220140
منجرة ابو دية,972599251152
منجرة النور,972569780046
منجرة عوده,972598545649
ميني ماركت الرائد,972592220812
ميني ماركت شادي,972599592600
ميني ماركت قشوع,972598342788
نوفوتيه هيثم,972599513120
ألبسة وبرادي كنعان,972599356609
ابو طلال لاعمال الحدادة والديكور,97256977770
الرياحي للالمنيوم,972599230208
الشرفا لتأجير الكراسي,972599039992
الصلاح للمواد التموينية والخضار والفواكه,972598506077
القب لبيع ماكنات الخياطة,972568668859
الكترونيات حمزة,972598847350
انترنت الفحماوي,972597402342
بدوية للادوات المستعملة,972599011107
بقالة أسد,972568234888
بقالة الاخوة,972597468857
بقالة الاسعد,972569852563
بقالة الاقصى,972599338417
بقالة الجندي,972597941895
بقالة الشوفاني,972599588377
بقالة الضميري,972592962782
بقالة اللبدي للمواد التموينيه,972595717564
بقالة النور,972522243885
بقالة الهناء,972567499879
بقالة جعاعره لبيع المواد الغذائية,972598656041
بقالة رشيد مصاروه,972599117206
بقالة علاء ابو ارشيد,972522341285
بقالة عماد للمواد الغذائيه,972568437434
بقالة فلسطين,972526978013
بقالة محمود كمال للمواد الغذائية,9725098164310
حسام للادوات الكهربائية المستعملة,972569549184
حلويات الكتانة,972598409223
حنحن للمواد المواد الغذائية والمجمدات,972599878854
دكان جلال جمعه,972526431958
ديكورات عبد الله جبارة,972592240557
سوبر ماركت الاحمد,972569185217
سوبرماركت ابو البراء,972598078140
سوبرماركت الادهم,972598162699
شركة الخليج للاستشارات والتدريب,972592928888
شركة بي بوكس للتحف والهدايا,972599550699
صالون احمد للحلاقة,972569449919
صالون الشرق للحلاقه ومواد التجميل,972526728856
صالون خالد للتجميل,972569311849
صالون دنيا الجمال,972505976297
صالون فلسطين,972598753785
صالون كتانه للحلاقه والاكسسوارات,972595405144
كراج البيطار لتجليس ودهان السيارات,972592357481
لحن الخلود,972599876384
محددة الاسراء,972594402999
محددة الشعراوية,972599436851
محددة حسام,972599649835
محطة عمان الكبرى للسيارات,972569323200
محل I Two للاتصالات,972569559783
محل أبو الفهد للأدوات المستعملة,972599339573
محل أبو المجد للاعلاف,972569410060
محل أحمد علان للأجهزة الخلوية,972597453119
محل ابو العلاء للبراويز,972595136539
محل ابو تمام لبيع المواد الغذائيه,972592453606
محل ابو زهري للادوات الصحية,972568477592
محل ابوتقيوي للمواد الغذائية,972568181239
محل احمد اشتيوي للملابس,972598492333
محل احمد طنبوز لبناشر السيارات,972592368716
محل احمد للخضار,972597313939
محل اسلام للمستعمل,972599474595
محل اسيل للادوات المنزليه,972522220324
محل اكتابا لبيع الادوات المستعملة ,972568117664
محل البدر للادوات الصحية,972599897865
محل الجيوسي للادوات المستعملة,972597061263
محل الحاج طالب للمواد الغذائيه,972597879970
محل الخضر للالبسه الجاهزه,972599723843
محل الصباح للادوات الكهربائية المستعملة,972569526924
محل الضميري للخضار والفواكه,97259811070
محل الطقز للأدوات الكهربائية المستعملة,972597084033
محل العطار للادوات المستعملة,972568700499
محل المجدوب للقرميد والخشب,972599995213
محل المهداوي للملابس,972598493007
محل النور للمواد الغذائية,972502848191
محل الوردة للاجهزة المستعملة,972522215196
محل الياسين للادوات الكهربائية المستعملة,972592752290
محل اليزن للاطعمه والفواكه,972598508703
محل اون لاين,972568639988
محل اياد مرعي للملابس,972595052561
محل باسم للخضار,972598178774
محل برية للاثاث المستعمل,972595463945
محل بكر للمواد الغذائية,972597999183
محل بيت ليد للادوات الصحيه,972568551096
محل توفيق للخضار والفواكه,972569533237
محل جمال للأدوات الكهربائية المستعملة,972599473027
محل جهاد للملابس الجاهزة,972569873402
محل حمودة لتجارة التمور,972599338396
محل رائد للادوات الكهربائية,972503677210
محل ربيع للادوات المستعمله,972595487909
محل رجب للمواد الغذائية,972522610987
محل رشيد كنعان للادوات المنزلية,972595757899
محل رفعت للادوات المستعملة,972592142975
محل شادي لكهرباء السيارات,972569599603
محل شلبي لكهرباء السيارات,972522376743
محل صادق للمواد الغذائية,972597584429
محل عباس لبيع الادوات المستعملة,972598527540
محل عبد الرحمن ابو جزر للاحذيه,972598020759
محل عبدالجبار للاعلاف,972522600938
محل عسراوي للخضار والفواكه,972569861353
محل علاء عمار للاعلاف,972592307362
محل علوشه للمواد الغذائية,972568160514
محل غزل للاتصالات,972599595433
محل كامل لبيع البلفونات,972568239652
محل محمد ابو لبده للاتصالات,972598213209
محل محمد صابر للمواد التموينيه,972597420415
محل محمد عثمان للمواد الغذائية,972599849798
محل محمود مجادبه للمواد الغذائية,972599226928
محل نجيب كسبه للاثاث المستعمل,972595692846
محل نسيم للادوات المنزلية,972598625104
محل نعيم طقاطقه,972598528680
محل وائل للادوات المستعملة,972598249837
محل وائل للمواد الغذائية,972595743198
محل واحة المدخن,972598590223
محل وليد للادوات الكهربائيه المستعمله,972522556607
محل يسلم للادوات الصحية والكهربائية,972593080582
محل يونس للمواد الغذائيه,972598444607
محلات الاحلام,972595547001
محلات الخصيب للمواد الغذائيه,972522047704
محلات الدنيا للاثاث المستعمل,972522913310
محلات الرحمة لمواد البناء,972599816611
محلات الفرعوني لتنجيد وصبغ الاثاث,972598355242
محلات بدر خندقجي للادوات الصحية,972598126150
محلات جيتون علي فحماوي,972569228362
محمد للادوات الصحية والدهان,972597436165
مخبز الطابون العربي,972562562200
مخيطة الخشان,972569021619
مخيطة ضرار خليليه,972599777166
مزارع حنون للخضار,972569264437
مزارع هاني كتانه,972592858667
مزرعة احمد شريم للأغنام,972599115749
مزرعة احمد ضميري للخضار,972598770371
مزرعة اغنام اسامه,9725988162863
مزرعة اياد للدواجن,972597497304
مزرعة باسل للخضار المحمي,972568562203
مزرعة بهاء للخضار المحمي,972569372955
مزرعة جميل للمحميات,972592335741
مزرعة خالد للخضار المحمي,972598921221
مزرعة رأفت لتربية الدواجن,972597333192
مزرعة عايد للدفيئات,972598531393
مزرعة عبد الحكيم للاغنام,972527395290
مزرعة عقاد للأغنام,972568636260
مزرعة عمار عساروه للخضار,972569723059
مزرعة كتاني للبيوت البلاستيكية والخضار,972592825714
مزرعة ماهر لتربية الاغنام,972599293458
مزرعة محمد خيري للخضار,97259533288
مشحمة احمد عاليه لغسيل السيارات,972599931344
مشروع باسل للزعتر,972593889169
مشغل العطار,972522865749
مشغل حلويات النصر,972599940461
مشغل عطار للخياطه,972569639355
مطعم Mr. Toast,972599934889
مطعم ابو صياح,972598752964
مغسلة أبو شنب,972597422057
مغسلة الأصدقاء,972599375632
مغسلة زيتا الشعراوية,972569579931
مكتب زياد خصيب للمقاولات,972525020245
ملحمة الرضا,972598293634
ملحمة القرعاوي,972522552534
ملحمة النزلة الغريبه,972597388726
ميني ماركت البهاء,972595248741
ميني ماركت النعيم,972599826593
ميني ماركت عمارنه,972569057093
ميني ماركت مصطفى,972569104607
نثريات وكوزمتكس عبد الله,972568332587
نوفوتيه حسام,972597411672
